,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF ID,Remote/Onsite,Primary Work Month,Time Zone,Task ID,Company,"Executive 
Sponsor",Project Lead,Project Support,NVA ,Billing/Set Up,Products,Status,Next Steps,Contract Signed,SRA Enabled,SRA Kickoff (SRA),Receive Policies and Procedures/BAA (SRA),Review Policies and Procedures (SRA),Schedule Onsite/Remote Interview (SRA),Go Onsite/Have Interview (SRA),Recieve Requested Follow up Documentation (SRA),Review SRA (SRA),Schedule Final SRA Report (SRA),Present Final SRA Report (SRA),NVA Enabled,NVA Kickoff (NVA),Receive Network Security Platform,Receive Credentials (NVA),Verify Access (NVA),Execute External Scan,Execute Dark Web Scan,Install Nessus,Execute Internal Scan,AdTidy,SpecOps,Nmap Scan,Scans Completed (NVA),Access Removed (NVA),Compile Report (NVA),Schedule Final NVA Report (NVA),Present Final NVA Report (NVA),Total Days,P+P Days,Wrap Up Days,NVA Access,NVA Scans Complete,NVA Wrap Up Days,Kickoff + 30 days,ACD,Disparity,Kickoff + 28 days,ACD,Disparity,
9006,,,,,North Cascade Cancer Center (Remote),Joe,Jordan,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,4/5 - Scheduled review for 4/12,2/26/2024,,2/29/24,2/29/24,3/13/24,2/29/24,3/18/24,Not Applicable,3/29/24,4/5/24,4/12/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,32,10,10,NA,NA,NA,3/28/2024,4/12/2024,15,,,,
8505,,,,,Passages,Joe,Jordan,Margaret,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,4/11 - Final Review 5/1,2/20/2024,,2/28/24,2/28/24,3/14/24,2/29/24,4/4/24,Not Applicable,3/1/24,4/11/24,3/1/24,,2/28/24,3/22/24,3/22/24,4/2/24,4/3/2024,4/4/2024,4/2/2024,4/3/2024,4/4/2024,4/4/2024,4/4/2024,,,4/25/2024,4/11/2024,5/1/2024,3,12,-25,25,3,16,3/27/2024,3/1/2024,-26,3/27/2024,5/1/2024,35,
5947,,,,,Medication Review,Joe,Jordan,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,4/23 - Scheduled review for 5/10,3/6/2024,,3/28/24,Not Applicable,Not Applicable,3/28/24,4/16/24,Not Applicable,5/10/24,4/23/24,5/10/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,32,NA,19,NA,NA,NA,4/25/2024,5/10/2024,15,,,,
10648,,,,,Achieve Center (Remote),Joe,Jordan,Margaret,NA,Billed/Set Up,SRA,On Track,4/29- SRA review is done and the executive summary is ready and in the client folder,2/29/2024,,3/5/24,3/12/24,4/1/24,3/13/24,4/12/24,Not Applicable,5/13/24,4/25/24,5/13/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,50,15,22,NA,NA,NA,4/2/2024,5/13/2024,41,,,,
10639,,,,,Canyon City Solutions (Remote),Amanda,Jordan,Margaret,NA,Billed/Set Up,SRA+Policy Build,On Track,5/21 - Scheduled Wrap Up for 5/29,2/29/2024,,3/7/24,3/25/24,4/1/24,3/25/24,5/10/24,5/21/24,5/22/24,5/21/24,5/29/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,60,6,9,NA,NA,NA,4/4/2024,5/29/2024,55,,,,
6174,,,,,Kids Clinic,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,5/21 - Scheduled Wrap Up for 5/31,4/15/2024,,4/25/24,Not Applicable,Not Applicable,4/25/24,5/15/24,Not Applicable,5/29/24,5/21/24,5/31/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,27,NA,11,NA,NA,NA,5/23/2024,5/31/2024,8,,,,
5754,,,,,Maier - Quarterly NVA (2 of 3),Amanda,Vilay,NA,Vilay,Billed/Set Up,NVA (Renewal),On Track,5/30 - Email sent to schedule final review,12/11/2023,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,4/1/24,Not Applicable,Not Applicable,4/23/24,4/25/2024,4/30/2024,4/23/2024,4/25/2024,4/30/2024,4/30/2024,4/30/2024,,,5/29/2024,6/4/2024,6/6/2024,49,,,17,6,22,,,,4/29/2024,6/6/2024,38,
5795,,,,,Overlake Arthritis & Osteoporosis Center (Remote),Amanda,Jordan,Margaret,NA,Billed/Set Up,SRA+Policy Build,On Track,5/28 - Finalized SRA. Review 6/7,2/14/2024,,3/1/24,3/13/24,4/9/24,3/15/24,3/22/24,5/27/24,5/28/24,5/29/24,6/7/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,71,20,48,NA,NA,NA,3/29/2024,6/7/2024,70,,,,
5775,,,,,Sound Family Medicine,Amanda,Amanda,Jordan,Rachel,Billed/Set Up,SRA+NVA,On Track,5/20 - Wrap up NVA scheduled 6/10,3/19/2024,,3/27/24,4/3/24,4/19/24,3/27/24,4/24/24,Not Applicable,5/6/24,5/7/24,5/20/24,,3/27/24,4/10/24,4/10/24,4/16/24,4/19/2024,Not Applicable,4/16/2024,4/24/2024,4/29/2024,5/7/2024,4/29/2024,,,6/5/2024,5/20/2024,6/10/2024,39,13,9,15,10,28,4/24/2024,5/20/2024,26,4/24/2024,6/10/2024,47,
6076,,,,,Bone & Joint Clinic of Baton Rouge,Amanda,Amanda,Margaret,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,5/28 - Review for SRA/NVA 6/12,1/24/2024,,4/4/24,4/17/24,4/30/24,4/4/24,5/7/24,5/2/24,5/20/24,5/28/24,6/12/24,,4/4/24,4/5/24,4/5/24,4/10/24,5/2/2024,5/5/2024,4/18/2024,5/1/2024,5/5/2024,5/5/2024,5/5/2024,,,6/11/2024,5/28/2024,6/12/2024,50,10,10,5,18,27,5/2/2024,6/12/2024,41,5/2/2024,6/12/2024,41,
8459,,,,,MD EMR Systems (Remote),Joe,Jordan,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,6/11 - Wrap up 6/20,3/27/2024,,4/17/24,Not Applicable,Not Applicable,4/17/24,5/23/24,Not Applicable,6/7/24,6/11/24,6/20/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,47,NA,12,NA,NA,NA,5/15/2024,6/20/2024,36,,,,
8891,,,,,Creek Valley Health Clinic,Amanda,Jordan,Margaret,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,6/11 - Wrap up 6/21,3/12/2024,,3/27/24,Not Applicable,4/29/24,4/9/24,5/3/24,5/21/24,6/6/24,6/11/24,6/21/24,,3/27/24,5/2/24,5/29/24,5/29/24,5/30/2024,5/30/2024,5/29/2024,5/30/2024,6/12/2024,6/13/2024,6/12/2024,,,6/20/2024,6/11/2024,6/21/2024,63,24,25,46,11,7,4/24/2024,6/21/2024,58,4/24/2024,6/21/2024,58,
8752,,,,,NOAH,Joe,Joe,Rachel,Rachel,Billed/Set Up,SRA (Renewal),On Track,6/11 - Wrap up 6/27,5/2/2024,,4/25/24,5/22/24,6/3/24,4/29/24,6/5/24,Not Applicable,6/27/24,6/11/24,6/27/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,46,9,17,NA,NA,NA,5/23/2024,6/27/2024,35,,,,
,,,,,Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,14,14,18,9,18,,,31,,,34,
,,,,,Q3 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,,,,,HRH Policy Build,Joe,Jordan,Margaret,NA,Billed/Set Up,Policy Build,On Track,7/2 - Scheduled final review for 7/11,2/12/2024,,2/26/24,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,,,NA,NA,NA,,,,,,,
9571,,,,,Allele Diagnostics,Joe,Jordan,Margaret,Makena,Billed/Set Up,SRA+NVA (Renewal),On Track,7/2 - Final review scheduled for 7/23. SRA Completed,4/29/2024,,5/14/24,5/23/24,6/16/24,5/14/24,6/18/24,Not Applicable,7/2/24,6/25/24,7/23/24,,5/14/24,5/23/24,5/23/24,6/11/24,6/15/2024,6/15/2024,6/13/2024,6/15/2024,6/13/2024,6/13/2024,6/13/2024,,,6/20/2024,6/25/2024,7/23/2024,51,17,11,21,3,6,6/11/2024,7/23/2024,42,6/11/2024,7/23/2024,42,
10662,,,,,NVPCA (Remote),Joe,Jordan,Margaret,Rachel,Billed/Set Up,SRA+NVA,On Track,7/16 - Final NVA review 7/25,4/22/2024,,4/29/24,5/22/24,5/23/24,4/30/24,5/28/24,6/12/24,6/20/24,6/20/24,6/26/24,,4/29/24,6/1/24,6/28/24,6/28/24,6/26/2024,6/26/2024,7/3/2024,7/9/2024,Not Applicable,Not Applicable,Not Applicable,,,7/17/2024,7/16/2024,7/25/2024,43,2,18,45,8,7,5/27/2024,6/26/2024,30,5/27/2024,7/25/2024,59,
5630,,,,,Western Washington Medical Group,Joe,Jordan,Margaret,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,7/18 - Darren sent some information over. Work on finalizing next week,3/8/2024,,3/20/24,Not Applicable,Not Applicable,5/17/24,6/13/24,7/19/24,7/23/24,7/23/24,7/31/24,,3/20/24,6/11/24,5/23/24,6/11/24,6/18/2024,5/30/2024,6/11/2024,6/18/2024,6/20/2024,7/3/2024,6/20/2024,,,7/22/2024,7/23/2024,7/31/2024,96,NA,29,60,8,23,4/17/2024,7/31/2024,105,4/17/2024,7/31/2024,105,
7600,,,,,American HealthCare Q2 NVA,Joe,Rachel,NA,Vilay,SRA Billed Full/NVA Billed .5,NVA,On Track,Reach back out September,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,6/11/24,6/4/24,6/4/24,6/4/24,6/21/2024,6/18/2024,6/18/2024,6/21/2024,6/18/2024,6/18/2024,6/18/2024,,,7/1/2024,7/8/2024,7/11/2024,23,,,-6,11,10,,,,7/9/2024,7/11/2024,2,
5163,,,,,NEW Health,Joe,Jordan,Margaret,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,7/26 - Sent email to Ben to check on nMap Scan,5/20/2024,,5/23/24,6/11/24,6/21/24,5/23/24,6/25/24,7/16/24,8/1/24,7/22/24,8/1/24,,5/23/24,6/20/24,6/4/24,6/20/24,7/1/2024,7/11/2024,6/24/2024,6/24/2024,7/11/2024,7/11/2024,7/30/2024,,,7/31/2024,7/22/2024,8/1/2024,51,9,28,21,29,2,6/20/2024,8/1/2024,42,6/20/2024,8/1/2024,42,
9006,,,,,North Cascade Cancer Center (Remote),Joe,Rachel,NA,Rachel,Billed/Set Up,NVA,On Track,8/13 - Final Review 8/20,7/3/2024,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,7/16/24,7/16/24,7/16/24,8/1/24,8/2/2024,8/5/2024,8/1/2024,8/2/2024,8/5/2024,8/8/2024,8/5/2024,,,8/16/2024,8/13/2024,8/20/2024,26,,,13,3,10,,,,8/13/2024,8/20/2024,7,
6008,,,,,Keena Healthcare Technology (Remote),Joe,Jordan,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,"8/7 - Received follow up questions, finalize SRA",4/25/2024,,5/21/24,5/21/24,6/24/24,5/29/24,7/11/24,8/7/24,8/9/24,7/25/24,8/21/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,67,25,22,NA,NA,NA,6/18/2024,8/21/2024,64,,,,
8728,,,,,"Chiricahua Community Health Centers, Inc.",Joe,Margaret,Margaret,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,8/8 - Final Review 8/29,4/18/2024,,6/12/24,6/13/24,6/27/24,6/21/24,7/31/24,Not Applicable,8/28/24,8/8/24,8/29/24,,6/12/24,6/19/24,6/25/24,7/9/24,7/16/2024,7/17/2024,7/9/2024,7/16/2024,7/17/2024,7/17/2024,7/17/2024,,,7/31/2024,8/8/2024,8/29/2024,57,11,21,20,7,11,7/10/2024,8/29/2024,50,7/10/2024,8/29/2024,50,
9972,,,,,Better Health Together,Joe,Amanda,Jordan,NA,Billed/Set Up,SRA+Policy Build,On Track,8/12 - Final review 8/30,4/23/2024,,5/10/24,5/14/24,5/22/24,5/30/24,6/27/24,Not Applicable,8/27/24,8/12/24,8/30/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,81,7,44,NA,NA,NA,6/7/2024,8/30/2024,84,,,,
6119,,,,,"Embright, LLC (Remote)",Joe,Jordan,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,7/24 - Final review 8/30,2/21/2024,,5/14/24,5/20/24,6/13/24,5/16/24,6/28/24,7/23/24,8/5/24,7/24/24,8/30/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,79,19,27,NA,NA,NA,6/11/2024,8/30/2024,80,,,,
10708,,,,,Glacial Ridge Health System (Remote),Joe,Rachel,NA,Rachel,Billed/Set Up,NVA,On Track,8/21 - Final Review 9/9,6/17/2024,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,6/28/24,7/10/24,7/10/24,7/16/24,7/24/2024,7/17/2024,7/16/2024,7/24/2024,7/17/2024,7/23/2024,7/24/2024,,,7/31/2024,8/21/2024,9/9/2024,52,,,13,7,6,,,,7/26/2024,9/9/2024,45,
8488,,,,,Etowah Pediatrics (Remote),Joe,Margaret,Margaret,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,8/20 - Final Review 9/10,6/11/2024,,6/17/24,6/17/24,8/16/24,6/17/24,8/16/24,Not Applicable,8/19/24,8/20/24,9/10/24,,6/17/24,6/25/24,7/2/24,7/15/24,7/29/2024,7/24/2024,7/25/2024,7/26/2024,7/24/2024,7/24/2024,7/24/2024,,,7/31/2024,8/20/2024,9/10/2024,62,45,2,21,8,6,7/15/2024,9/10/2024,57,7/15/2024,9/10/2024,57,
10623,,,,,Speare Memorial Hospital (Remote),Joe,Jordan,Margaret,NA,Billed/Set Up,SRA,On Track,8/22 - Final review 9/9,5/30/2024,,6/24/24,7/10/24,7/15/24,7/11/24,8/13/24,Not Applicable,8/26/24,8/22/24,9/9/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,56,4,10,NA,NA,NA,7/22/2024,9/9/2024,49,,,,
10521,,,,,Rogue Community Health (Remote),Joe,Rachel,NA,Rachel,Billed/Set Up,NVA,On Track,9/4 - Final Review 9/13,8/1/2024,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,8/6/24,8/12/24,8/12/24,8/20/24,8/27/2024,8/27/2024,8/22/2024,8/30/2024,8/27/2024,8/27/2024,8/28/2024,,,9/12/2024,9/4/2024,9/13/2024,29,,,11,7,12,,,,9/3/2024,9/13/2024,10,
10718,,,,,CSI Pharmacy (Remote),Joe,Margaret,Margaret,Rachel,Billed/Set Up,SRA+NVA,On Track,9/13 - Final Review 9/16,7/10/2024,,7/19/24,7/22/24,8/5/24,8/1/24,8/9/24,8/12/24,8/12/24,8/30/24,9/16/24,,7/19/24,8/2/24,8/1/24,8/5/24,8/13/2024,8/5/2024,8/5/2024,8/5/2024,TBC,9/4/2024,8/16/2024,,,9/12/2024,8/30/2024,9/16/2024,42,11,2,12,10,20,8/16/2024,9/16/2024,31,8/16/2024,9/16/2024,31,
8459,,,,,MD EMR Systems (Remote),Joe,Rachel,NA,Rachel,Billed/Set Up,NVA,On Track,9/5 - Final Review 9/16,6/26/2024,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,7/15/24,8/21/24,8/21/24,8/22/24,9/4/2024,8/27/2024,8/30/2024,9/3/2024,Not Applicable,Not Applicable,9/4/2024,,,9/12/2024,9/5/2024,9/16/2024,46,,,29,10,7,,,,8/12/2024,9/16/2024,35,
5794,,,,,The Neurology Center (Remote),Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,"9/12 - Final review 9/27, receiving walkthroughs and TrueNorth quesitons by 9/20",6/30/2024,,7/31/24,7/31/24,8/22/24,8/2/24,8/26/24,9/24/24,9/24/24,9/13/24,9/27/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,43,17,22,NA,NA,NA,8/28/2024,9/27/2024,30,,,,
8964,,,,,Hana Health,Joe,Margaret,Margaret,NA,Billed/Set Up,SRA,On Track,9/19 - Final Review 9/30,7/12/2024,,8/6/24,8/21/24,8/23/24,8/8/24,9/11/24,9/18/24,9/20/24,9/19/24,9/30/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,40,3,8,NA,NA,NA,9/3/2024,9/30/2024,27,,,,
,,,,,Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,14,19,22,9,10,,,53,,,40,
,,,,,Q4 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,,,,,Summit,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,9/27 - Rescheduled wrap up call 10/7,8/1/2024,,8/1/24,Not Applicable,Not Applicable,8/8/24,9/5/24,TBC,9/23/24,9/25/24,10/7/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,48,NA,13,NA,NA,NA,8/29/2024,10/7/2024,39,,,,
10695,,,,,HealthCall LLC (Remote),Joe,Jordan,Jordan,Na,Billed/Set Up,SRA,On Track,10/1 - Wrap up 10/10,7/26/2024,,8/13/24,8/15/24,9/16/24,9/17/24,9/23/24,9/26/24,10/4/24,10/1/24,10/10/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,43,23,10,NA,NA,NA,9/10/2024,10/10/2024,30,,,,
7600,,,,,American HealthCare Q3 NVA,Joe,NA,NA,Vilay,Billed/Set Up,SRA (Renewal),On Track,10/16 - Final Review 10/24,10/8/2024,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,9/9/24,9/16/24,9/16/24,9/16/24,9/17/2024,9/17/2024,9/16/2024,9/17/2024,9/17/2024,9/17/2024,9/17/2024,,,10/1/2024,10/18/2024,10/24/2024,34,NA,NA,6,2,11,,,,10/7/2024,10/24/2024,17,
6088,,,,,Arizona Alliance for Community Health Centers,Joe,Jordan,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,10/8 - Final review 10/18,3/1/2024,,7/11/24,7/19/24,9/3/24,7/25/24,10/2/24,Not Applicable,10/18/24,10/8/24,10/18/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,72,33,13,NA,NA,NA,8/8/2024,10/18/2024,71,,,,
10685,,,,,UPC,Joe,Margaret,Margaret,Rachel,Billed/Set Up,SRA+NVA,On Track,10/9 - Final Review 10/30,8/22/2024,,8/27/24,9/3/24,9/16/24,9/6/24,9/26/24,Not Applicable,9/30/24,10/9/24,10/30/24,,8/27/24,9/11/24,9/11/24,9/17/24,9/23/2024,9/18/2024,9/20/2024,9/20/2024,9/23/2024,9/23/2024,9/23/2024,,,10/9/2024,10/9/2024,10/30/2024,47,10,3,16,5,13,9/24/2024,10/30/2024,36,9/24/2024,10/30/2024,36,
8727,,,,,Federal Way Naturopathy (Remote),Joe,Jordan,James,NA,Billed/Set Up,SRA (Renewal),On Track,10/25 - Final review 10/31,8/22/2024,,9/12/24,9/19/24,10/2/24,9/12/24,10/9/24,10/15/24,10/28/24,10/25/24,10/31/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,36,10,14,NA,NA,NA,10/10/2024,10/31/2024,21,,,,
4816,,,,,Colorado Allergy and Asthma Centers (Remote),Joe,Joe,Rachel,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,10/3 - Final Review 11/7,7/31/2024,,8/13/24,9/3/24,9/16/24,9/3/24,9/24/24,Not Applicable,11/6/24,10/3/24,11/7/24,,8/14/24,9/11/24,9/11/24,9/17/24,9/20/2024,9/18/2024,9/18/2024,9/19/2024,9/23/2024,9/23/2024,9/23/2024,,,10/30/2024,10/3/2024,11/7/2024,63,10,32,25,5,28,9/10/2024,11/7/2024,58,9/11/2024,11/7/2024,57,
8553,,,,,Abbeville Area Medical Center (Remote),Joe,Margaret,Margaret,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,10/30 - Final Review 11/8,8/22/2024,,8/29/24,8/28/24,9/9/24,9/16/24,10/14/24,10/29/24,10/30/24,10/30/24,11/8/24,,8/29/24,9/18/24,9/10/24,9/23/24,10/9/2024,9/18/2024,9/25/2024,9/25/2024,10/14/2024,10/17/2024,10/17/2024,,,10/30/2024,10/30/2024,11/8/2024,52,9,13,18,19,10,9/26/2024,11/8/2024,43,9/26/2024,11/8/2024,43,
3657,,,,,Spokane Digestive,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA (Renewal),On Track,10/29 - Final review 11/11,7/31/2024,,10/9/24,10/9/24,10/15/24,7/24/24,10/15/24,Not Applicable,10/28/24,10/29/24,11/11/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,24,5,10,NA,NA,NA,11/6/2024,11/11/2024,5,,,,
8511,,,,,Southland Neurologic (Remote),Joe,Margaret,Margaret,NA,Billed/Set Up,SRA (Renewal),On Track,10/30 - Final Review 11/15,8/28/2024,,9/19/24,9/19/24,10/14/24,10/4/24,10/16/24,10/29/24,10/30/24,10/30/24,11/15/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,42,18,11,NA,NA,NA,10/17/2024,11/15/2024,29,,,,
10512,,,,,Associated Industries Management Services,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA,On Track,10/23 - Final Review 11/18,7/31/2024,,8/8/24,9/5/24,9/26/24,9/5/24,10/8/24,Not Applicable,10/28/24,10/23/24,11/18/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,73,16,15,NA,NA,NA,,,,,,,
8815,,,,,DZA,Joe,Jordan,Jordan,NA,Billed/Set Up,SRA,On Track,10/31 - Final Review 11/18,7/31/2024,,8/12/24,9/12/24,10/8/24,8/13/24,10/17/24,Not Applicable,11/18/24,10/31/24,11/19/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,72,19,23,NA,NA,NA,,,,,,,
10515,,,,,LaFourche Medical Group,Joe ,Joe,Rachel,NA,Billed/Set Up,SRA (Renewal),On Track,11/14 - Final Review 11/20,10/4/2024,,10/4/24,10/21/24,11/4/24,10/9/24,11/4/24,Not Applicable,11/8/24,11/14/24,11/20/24,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,34,11,5,NA,NA,NA,11/1/2024,11/20/2024,19,,,,
5754,,,,,Maier (Remote),Joe,Margaret,Margaret,Vilay,Billed/Set Up,SRA+NVA (Renewal),On Track,11/1 - Final Review 11/20,8/26/2024,,9/10/24,9/10/24,10/12/24,9/10/24,10/18/24,10/31/24,11/4/24,11/1/24,11/21/24,,9/10/24,9/10/24,9/10/24,9/12/24,9/16/2024,9/16/2024,9/12/2024,9/16/2024,9/16/2024,9/16/2024,9/16/2024,,,10/1/2024,11/1/2024,11/21/2024,53,24,12,3,3,12,10/8/2024,11/21/2024,44,10/8/2024,11/21/2024,44,
3757,,,,,Imperial Health,Joe,Joe,Rachel,Rachel,Billed/Set Up,SRA+NVA (Renewal),On Track,11/6 - Final Review 11/22,8/12/2024,,8/21/24,8/22/24,10/22/24,8/30/24,10/24/24,Not Applicable,11/21/24,11/6/24,11/22/24,,10/1/24,10/3/24,10/4/24,10/10/24,10/14/2024,10/14/2024,10/13/2024,10/24/2024,10/13/2024,10/15/2024,10/13/2024,,,11/21/2024,11/6/2024,11/22/2024,68,44,21,8,2,29,9/18/2024,11/22/2024,65,10/29/2024,11/22/2024,24,
